Province,City,Price,Bedrooms,Bathrooms,Square Feet,Property Type
Ontario,ottawa-on,220000.0,0.0,0.0,,Land/Lot
Ontario,ottawa-on,460000.0,2.0,3.0,1200.0,Townhouse
Ontario,ottawa-on,899900.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,349900.0,3.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,675000.0,2.0,2.0,1200.0,Apt/Condo
Ontario,ottawa-on,763900.0,3.0,3.0,1100.0,House
Ontario,ottawa-on,1649900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,799900.0,6.0,4.0,2000.0,House
Ontario,ottawa-on,330000.0,2.0,1.0,900.0,Apt/Condo
Ontario,ottawa-on,289900.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,1399000.0,3.0,4.0,1500.0,House
Ontario,ottawa-on,649000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,565000.0,3.0,5.0,1100.0,Townhouse
Ontario,ottawa-on,724000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,450000.0,2.0,2.0,800.0,Apt/Condo
Ontario,ottawa-on,429000.0,4.0,3.0,800.0,Apt/Condo
Ontario,ottawa-on,1750000.0,5.0,5.0,3000.0,House
Ontario,ottawa-on,789900.0,3.0,4.0,2000.0,House
Ontario,ottawa-on,1150000.0,3.0,2.0,1500.0,House
Ontario,ottawa-on,409000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,769900.0,3.0,3.0,2000.0,House
Ontario,ottawa-on,319900.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,1860000.0,5.0,5.0,3500.0,House
Ontario,ottawa-on,875000.0,3.0,3.0,1600.0,Townhouse
Ontario,ottawa-on,395000.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,779900.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,349999.0,2.0,1.0,800.0,Townhouse
Ontario,ottawa-on,999000.0,5.0,4.0,2500.0,House
Ontario,ottawa-on,344900.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,1749000.0,3.0,,,House
Ontario,ottawa-on,1095000.0,3.0,,,House
Ontario,ottawa-on,1100000.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,224900.0,2.0,1.0,700.0,Apt/Condo
Ontario,ottawa-on,525000.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,569900.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,1249000.0,5.0,4.0,2500.0,House
Ontario,ottawa-on,699900.0,4.0,2.0,700.0,Multifamily
Ontario,ottawa-on,599990.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,899000.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,1040000.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,375000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,749000.0,3.0,3.0,1100.0,House
Ontario,ottawa-on,1150000.0,5.0,3.0,3000.0,House
Ontario,ottawa-on,1049900.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,399900.0,3.0,2.0,1200.0,Apt/Condo
Ontario,ottawa-on,769999.0,4.0,4.0,2000.0,Townhouse
Ontario,ottawa-on,895000.0,2.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,2249900.0,4.0,4.0,2500.0,House
Ontario,ottawa-on,769900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,749900.0,3.0,2.0,700.0,Townhouse
Ontario,ottawa-on,639000.0,2.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,818800.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,589900.0,2.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,789786.0,4.0,3.0,2000.0,Townhouse
Ontario,ottawa-on,1449888.0,5.0,5.0,3500.0,House
Ontario,ottawa-on,273000.0,3.0,2.0,900.0,Apt/Condo
Ontario,ottawa-on,399900.0,4.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,1529900.0,4.0,2.0,2500.0,House
Ontario,ottawa-on,519900.0,2.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,679900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,640000.0,7.0,3.0,1100.0,Multifamily
Ontario,ottawa-on,399900.0,2.0,2.0,700.0,Apt/Condo
Ontario,ottawa-on,389750.0,4.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,1029000.0,4.0,4.0,2500.0,House
Ontario,ottawa-on,899000.0,5.0,4.0,2000.0,House
Ontario,ottawa-on,1049900.0,5.0,3.0,2000.0,House
Ontario,ottawa-on,349900.0,1.0,1.0,500.0,Apt/Condo
Ontario,ottawa-on,869000.0,5.0,4.0,2000.0,House
Ontario,ottawa-on,384900.0,1.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,999900.0,4.0,3.0,1100.0,House
Ontario,ottawa-on,875000.0,2.0,2.0,1200.0,House
Ontario,ottawa-on,574900.0,3.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,1124900.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,849900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,638000.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,1350000.0,4.0,4.0,3000.0,House
Ontario,ottawa-on,567500.0,2.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,619900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,1224000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,525000.0,2.0,2.0,800.0,Apt/Condo
Ontario,ottawa-on,299900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,299900.0,0.0,,,Apt/Condo
Ontario,ottawa-on,614900.0,3.0,,,House
Ontario,ottawa-on,580000.0,3.0,4.0,1100.0,Townhouse
Ontario,ottawa-on,679000.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,614900.0,3.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,799990.0,3.0,3.0,2500.0,House
Ontario,ottawa-on,649000.0,4.0,2.0,1100.0,House
Ontario,ottawa-on,1075000.0,7.0,2.0,700.0,House
Ontario,ottawa-on,239900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,874900.0,3.0,4.0,1500.0,House
Ontario,ottawa-on,669900.0,5.0,3.0,1500.0,House
Ontario,ottawa-on,379900.0,1.0,2.0,700.0,Apt/Condo
Ontario,ottawa-on,399000.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,424900.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,589900.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,649000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,519900.0,3.0,3.0,1200.0,House
Ontario,ottawa-on,799900.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,1449000.0,3.0,4.0,2000.0,House
Ontario,ottawa-on,3750000.0,6.0,4.0,3500.0,House
Ontario,ottawa-on,564900.0,2.0,1.0,700.0,Apt/Condo
Ontario,ottawa-on,399900.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,1199880.0,10.0,4.0,1100.0,House
Ontario,ottawa-on,369000.0,2.0,1.0,900.0,Apt/Condo
Ontario,ottawa-on,379999.0,1.0,1.0,500.0,Apt/Condo
Ontario,ottawa-on,859000.0,4.0,2.0,700.0,House
Ontario,ottawa-on,949900.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,274900.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,799900.0,4.0,4.0,1500.0,House
Ontario,ottawa-on,1049990.0,6.0,,,House
Ontario,ottawa-on,599900.0,2.0,2.0,1200.0,Apt/Condo
Ontario,ottawa-on,389999.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,659900.0,4.0,2.0,1100.0,House
Ontario,ottawa-on,375000.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,429990.0,3.0,3.0,1000.0,Townhouse
Ontario,ottawa-on,885000.0,3.0,2.0,1500.0,House
Ontario,ottawa-on,499900.0,3.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,1999900.0,12.0,6.0,3500.0,Multifamily
Ontario,ottawa-on,949900.0,5.0,4.0,2000.0,House
Ontario,ottawa-on,579900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,359000.0,3.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,1299000.0,6.0,5.0,3500.0,House
Ontario,ottawa-on,980000.0,6.0,4.0,3000.0,House
Ontario,ottawa-on,299900.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,314000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,349990.0,2.0,1.0,700.0,Apt/Condo
Ontario,ottawa-on,319990.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,1099990.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,314000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,819900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,349990.0,2.0,1.0,700.0,Apt/Condo
Ontario,ottawa-on,319990.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,1099990.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,548800.0,2.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,350000.0,1.0,1.0,500.0,Apt/Condo
Ontario,ottawa-on,349900.0,4.0,1.0,1200.0,Townhouse
Ontario,ottawa-on,749000.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,989900.0,3.0,4.0,2000.0,House
Ontario,ottawa-on,389900.0,2.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,549900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,2699900.0,10.0,10.0,5000.0,Multifamily
Ontario,ottawa-on,1725000.0,7.0,6.0,3000.0,House
Ontario,ottawa-on,649900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,499900.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,2275000.0,5.0,6.0,3500.0,House
Ontario,ottawa-on,414900.0,2.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,298800.0,1.0,1.0,499.0,Apt/Condo
Ontario,ottawa-on,288500.0,2.0,1.0,700.0,Apt/Condo
Ontario,ottawa-on,567000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,659900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,409900.0,2.0,3.0,1200.0,Townhouse
Ontario,ottawa-on,888800.0,5.0,3.0,2500.0,House
Ontario,ottawa-on,369000.0,1.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,299000.0,2.0,2.0,900.0,Apt/Condo
Ontario,ottawa-on,725000.0,4.0,4.0,1500.0,House
Ontario,ottawa-on,765000.0,4.0,3.0,1500.0,Multifamily
Ontario,ottawa-on,659999.0,4.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,618000.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,839900.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,1199000.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,379900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,895000.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,675900.0,3.0,3.0,2000.0,Townhouse
Ontario,ottawa-on,500000.0,2.0,2.0,1400.0,Apt/Condo
Ontario,ottawa-on,448800.0,2.0,2.0,700.0,Apt/Condo
Ontario,ottawa-on,449900.0,3.0,2.0,1200.0,Apt/Condo
Ontario,ottawa-on,1049000.0,4.0,5.0,3000.0,House
Ontario,ottawa-on,439900.0,2.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,500000.0,2.0,2.0,1400.0,Apt/Condo
Ontario,ottawa-on,839900.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,675900.0,3.0,3.0,2000.0,Townhouse
Ontario,ottawa-on,419900.0,2.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,1039000.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,385000.0,4.0,2.0,1400.0,Townhouse
Ontario,ottawa-on,899000.0,3.0,3.0,1100.0,Multifamily
Ontario,ottawa-on,524900.0,2.0,2.0,1400.0,Apt/Condo
Ontario,ottawa-on,1449777.0,4.0,5.0,1500.0,House
Ontario,ottawa-on,359900.0,1.0,2.0,800.0,Apt/Condo
Ontario,ottawa-on,1414900.0,4.0,5.0,3000.0,House
Ontario,ottawa-on,592000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,579900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,1199900.0,4.0,5.0,3500.0,House
Ontario,ottawa-on,580000.0,3.0,1.0,1100.0,House
Ontario,ottawa-on,889000.0,3.0,2.0,1500.0,House
Ontario,ottawa-on,624900.0,3.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,345000.0,2.0,2.0,900.0,Apt/Condo
Ontario,ottawa-on,329900.0,2.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,349900.0,2.0,2.0,900.0,Townhouse
Ontario,ottawa-on,749900.0,4.0,2.0,1500.0,House
Ontario,ottawa-on,579000.0,3.0,,,Townhouse
Ontario,ottawa-on,685000.0,3.0,3.0,2500.0,House
Ontario,ottawa-on,629900.0,5.0,3.0,1100.0,House
Ontario,ottawa-on,1495000.0,5.0,4.0,2500.0,House
Ontario,ottawa-on,588900.0,3.0,2.0,700.0,House
Ontario,ottawa-on,695000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,529900.0,2.0,2.0,1500.0,Townhouse
Ontario,ottawa-on,239900.0,2.0,1.0,900.0,Apt/Condo
Ontario,ottawa-on,464900.0,3.0,3.0,1400.0,Townhouse
Ontario,ottawa-on,424900.0,4.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,1089900.0,3.0,2.0,1500.0,House
Ontario,ottawa-on,619000.0,4.0,2.0,700.0,House
Ontario,ottawa-on,729000.0,2.0,2.0,1100.0,House
Ontario,ottawa-on,409900.0,3.0,5.0,1400.0,Townhouse
Ontario,ottawa-on,759900.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,569000.0,3.0,2.0,1500.0,Townhouse
Ontario,ottawa-on,284900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,1059900.0,5.0,4.0,2500.0,House
Ontario,ottawa-on,684900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,899900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,439900.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,549900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,799900.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,899900.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,329900.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,4399000.0,4.0,,,House
Ontario,ottawa-on,965000.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,609900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,549000.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,549900.0,2.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,619900.0,1.0,1.0,700.0,Apt/Condo
Ontario,ottawa-on,677500.0,3.0,4.0,1100.0,Townhouse
Ontario,ottawa-on,379900.0,2.0,,,Apt/Condo
Ontario,ottawa-on,849900.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,1050000.0,3.0,,,House
Ontario,ottawa-on,399900.0,4.0,,,House
Ontario,ottawa-on,549900.0,3.0,,,Townhouse
Ontario,ottawa-on,409900.0,1.0,,,Apt/Condo
Ontario,ottawa-on,749900.0,2.0,,,Apt/Condo
Ontario,ottawa-on,629900.0,3.0,4.0,1100.0,House
Ontario,ottawa-on,399000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,849000.0,3.0,4.0,1500.0,House
Ontario,ottawa-on,619900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,644900.0,3.0,3.0,1100.0,House
Ontario,ottawa-on,578000.0,4.0,2.0,700.0,House
Ontario,ottawa-on,720000.0,5.0,3.0,1100.0,House
Ontario,ottawa-on,525000.0,3.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,674999.0,4.0,2.0,1100.0,House
Ontario,ottawa-on,899900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,598800.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,299900.0,3.0,2.0,700.0,Apt/Condo
Ontario,ottawa-on,649900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,244900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,589900.0,3.0,2.0,700.0,House
Ontario,ottawa-on,647500.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,799900.0,0.0,0.0,700.0,Land/Lot
Ontario,ottawa-on,609900.0,3.0,1.0,1100.0,House
Ontario,ottawa-on,624900.0,4.0,2.0,700.0,House
Ontario,ottawa-on,469900.0,4.0,3.0,1600.0,Townhouse
Ontario,ottawa-on,899900.0,6.0,4.0,1100.0,Multifamily
Ontario,ottawa-on,549900.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,689000.0,3.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,1275000.0,4.0,5.0,2000.0,House
Ontario,ottawa-on,645000.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,479900.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,6795000.0,0.0,,,Multifamily
Ontario,ottawa-on,445000.0,2.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,649900.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,269900.0,2.0,2.0,900.0,Apt/Condo
Ontario,ottawa-on,619000.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,1585000.0,10.0,4.0,3500.0,Multifamily
Ontario,ottawa-on,775000.0,2.0,2.0,1400.0,Apt/Condo
Ontario,ottawa-on,749900.0,3.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,1145000.0,7.0,4.0,2500.0,House
Ontario,ottawa-on,350000.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,1048888.0,3.0,4.0,2500.0,House
Ontario,ottawa-on,399900.0,1.0,1.0,500.0,Apt/Condo
Ontario,ottawa-on,789999.0,5.0,3.0,1500.0,House
Ontario,ottawa-on,385000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,449000.0,3.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,399900.0,1.0,1.0,500.0,Apt/Condo
Ontario,ottawa-on,385000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,235000.0,0.0,1.0,,Apt/Condo
Ontario,ottawa-on,299900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,929000.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,998000.0,6.0,3.0,1500.0,House
Ontario,ottawa-on,649999.0,3.0,,,Townhouse
Ontario,ottawa-on,1550000.0,3.0,4.0,2000.0,House
Ontario,ottawa-on,749900.0,3.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,999900.0,4.0,5.0,3000.0,House
Ontario,ottawa-on,539900.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,439900.0,2.0,3.0,1000.0,Townhouse
Ontario,ottawa-on,669000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,1989000.0,3.0,,,House
Ontario,ottawa-on,630000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,524000.0,3.0,2.0,1500.0,House
Ontario,ottawa-on,739900.0,4.0,4.0,1500.0,House
Ontario,ottawa-on,1299900.0,0.0,,22200.0,Land/Lot
Ontario,ottawa-on,495000.0,3.0,4.0,1200.0,House
Ontario,ottawa-on,1249900.0,5.0,,,House
Ontario,ottawa-on,419900.0,2.0,,,Apt/Condo
Ontario,ottawa-on,519900.0,1.0,,,Apt/Condo
Ontario,ottawa-on,989000.0,3.0,3.0,1800.0,Apt/Condo
Ontario,ottawa-on,724900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,849900.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,509900.0,2.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,675000.0,3.0,2.0,1100.0,Townhouse
Ontario,ottawa-on,678000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,575000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,565000.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,729900.0,2.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,584900.0,2.0,2.0,900.0,Apt/Condo
Ontario,ottawa-on,1025000.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,849900.0,2.0,3.0,1100.0,House
Ontario,ottawa-on,974900.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,499000.0,0.0,0.0,,Land/Lot
Ontario,ottawa-on,1299900.0,3.0,4.0,2500.0,House
Ontario,ottawa-on,929000.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,989900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,499900.0,2.0,1.0,1000.0,Apt/Condo
Ontario,ottawa-on,513467.0,2.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,684999.0,3.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,512048.0,2.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,219000.0,2.0,1.0,700.0,Mfd/Mobile Home
Ontario,ottawa-on,1089900.0,3.0,3.0,2500.0,House
Ontario,ottawa-on,424900.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,650000.0,4.0,3.0,1100.0,House
Ontario,ottawa-on,599900.0,4.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,999900.0,6.0,4.0,2500.0,House
Ontario,ottawa-on,549900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,724900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,755000.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,717500.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,424900.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,749900.0,2.0,3.0,700.0,House
Ontario,ottawa-on,339900.0,2.0,1.0,800.0,Apt/Condo
Ontario,ottawa-on,749900.0,3.0,4.0,1500.0,House
Ontario,ottawa-on,650000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,695000.0,2.0,2.0,900.0,Apt/Condo
Ontario,ottawa-on,649900.0,3.0,1.0,1100.0,House
Ontario,ottawa-on,639900.0,3.0,3.0,2000.0,Townhouse
Ontario,ottawa-on,279000.0,3.0,1.0,1000.0,Apt/Condo
Ontario,ottawa-on,609900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,685000.0,4.0,4.0,1500.0,House
Ontario,ottawa-on,621500.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,1425000.0,11.0,6.0,3500.0,Multifamily
Ontario,ottawa-on,685000.0,3.0,4.0,1500.0,House
Ontario,ottawa-on,570000.0,2.0,2.0,700.0,House
Ontario,ottawa-on,429900.0,3.0,2.0,2000.0,Townhouse
Ontario,ottawa-on,675000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,315000.0,0.0,1.0,,Apt/Condo
Ontario,ottawa-on,1165000.0,0.0,,6975.0,Land/Lot
Ontario,ottawa-on,514000.0,3.0,2.0,700.0,Townhouse
Ontario,ottawa-on,629000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,649000.0,3.0,3.0,1100.0,House
Ontario,ottawa-on,719000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,999000.0,3.0,4.0,2000.0,House
Ontario,ottawa-on,999000.0,0.0,0.0,,Multifamily
Ontario,ottawa-on,829900.0,3.0,2.0,1500.0,House
Ontario,ottawa-on,609900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,1149000.0,7.0,4.0,2000.0,Multifamily
Ontario,ottawa-on,669000.0,3.0,3.0,2000.0,Townhouse
Ontario,ottawa-on,1149000.0,7.0,4.0,2000.0,Multifamily
Ontario,ottawa-on,1950000.0,5.0,4.0,5000.0,House
Ontario,ottawa-on,799900.0,3.0,3.0,2000.0,House
Ontario,ottawa-on,649900.0,2.0,,,Townhouse
Ontario,ottawa-on,599000.0,3.0,,,House
Ontario,ottawa-on,530000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,424900.0,3.0,2.0,1000.0,Townhouse
Ontario,ottawa-on,479000.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,829900.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,1575000.0,0.0,,6491.0,Multifamily
Ontario,ottawa-on,999000.0,0.0,0.0,,Multifamily
Ontario,ottawa-on,669900.0,3.0,3.0,1100.0,House
Ontario,ottawa-on,409900.0,3.0,3.0,1200.0,Townhouse
Ontario,ottawa-on,779900.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,570000.0,3.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,1699000.0,5.0,5.0,3000.0,House
Ontario,ottawa-on,420000.0,3.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,1169000.0,5.0,4.0,3000.0,House
Ontario,ottawa-on,999000.0,0.0,0.0,,Multifamily
Ontario,ottawa-on,675000.0,5.0,4.0,1500.0,House
Ontario,ottawa-on,874900.0,4.0,4.0,2500.0,House
Ontario,ottawa-on,844000.0,6.0,4.0,2000.0,House
Ontario,ottawa-on,849900.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,894900.0,4.0,3.0,2000.0,House
Ontario,ottawa-on,1089900.0,3.0,3.0,2500.0,House
Ontario,ottawa-on,925000.0,5.0,4.0,2500.0,House
Ontario,ottawa-on,699000.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,544000.0,2.0,3.0,1100.0,Townhouse
Ontario,ottawa-on,349900.0,2.0,2.0,1200.0,Townhouse
Ontario,ottawa-on,639000.0,4.0,4.0,1500.0,Townhouse
Ontario,ottawa-on,599900.0,3.0,3.0,1200.0,Townhouse
Ontario,ottawa-on,1150000.0,4.0,3.0,1500.0,House
Ontario,ottawa-on,899900.0,3.0,3.0,1500.0,House
Ontario,ottawa-on,1099000.0,0.0,0.0,,Land/Lot
Ontario,ottawa-on,479900.0,2.0,3.0,1400.0,Townhouse
Ontario,ottawa-on,949000.0,6.0,4.0,2000.0,House
Ontario,ottawa-on,554900.0,3.0,6.0,1100.0,Townhouse
Ontario,ottawa-on,1185000.0,5.0,4.0,3500.0,House
Ontario,ottawa-on,895000.0,3.0,2.0,2000.0,House
Ontario,ottawa-on,899900.0,4.0,4.0,2000.0,House
Ontario,ottawa-on,849900.0,4.0,3.0,,Multifamily
Ontario,ottawa-on,849900.0,4.0,2.0,700.0,House
Ontario,ottawa-on,675000.0,3.0,2.0,1100.0,House
Ontario,ottawa-on,454900.0,3.0,3.0,1200.0,Townhouse
Ontario,ottawa-on,459900.0,2.0,2.0,1000.0,Apt/Condo
Ontario,ottawa-on,645900.0,4.0,2.0,700.0,House
Ontario,ottawa-on,325000.0,1.0,1.0,600.0,Apt/Condo
Ontario,ottawa-on,749900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,649900.0,2.0,2.0,1400.0,Apt/Condo
Ontario,ottawa-on,999900.0,4.0,3.0,2500.0,House
Ontario,ottawa-on,1455000.0,3.0,3.0,2000.0,House
Ontario,ottawa-on,1390000.0,9.0,4.0,3000.0,House
Ontario,ottawa-on,335000.0,2.0,2.0,800.0,Apt/Condo
Ontario,ottawa-on,585000.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,618900.0,3.0,3.0,1500.0,Townhouse
Ontario,ottawa-on,899000.0,7.0,4.0,3000.0,House
Ontario,ottawa-on,754900.0,4.0,3.0,2000.0,House
