Province,City,Price,Square Feet,Baths,Bedrooms,Property Type,Year Built
BC,Vancouver,4399000.0,3836.0,4.0,4.0,SINGLE_FAMILY_HOUSE,1952.0
BC,Vancouver,549800.0,519.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1999.0
BC,Vancouver,999000.0,957.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1978.0
BC,Vancouver,1550000.0,1459.0,4.0,5.0,MULTI_FAMILY,2025.0
BC,Vancouver,8680000.0,5281.0,8.0,6.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,899888.0,1006.0,2.0,2.0,CONDO,1996.0
BC,Vancouver,998000.0,926.0,1.0,2.0,CONDO,1997.0
BC,Vancouver,1238000.0,1076.0,2.0,2.0,CONDO,2008.0
BC,Vancouver,1098800.0,1359.0,2.0,2.0,TOWNHOUSE,2010.0
BC,Vancouver,848000.0,800.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2008.0
BC,Vancouver,1599999.0,1772.0,1.0,3.0,SINGLE_FAMILY_HOUSE,1905.0
BC,Vancouver,3398000.0,2735.0,4.0,5.0,SINGLE_FAMILY_HOUSE,1925.0
BC,Vancouver,1925000.0,1383.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,1938000.0,1539.0,4.0,5.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,850000.0,920.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1990.0
BC,Vancouver,1160000.0,1387.0,2.0,2.0,CONDO,1982.0
BC,Vancouver,489000.0,723.0,1.0,1.0,CONDO,1958.0
BC,Vancouver,499000.0,538.0,1.0,1.0,CONDO,1997.0
BC,Vancouver,788000.0,564.0,1.0,1.0,CONDO,2025.0
BC,Vancouver,2348000.0,1464.0,2.0,3.0,CONDO,2020.0
BC,Vancouver,3380000.0,2032.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1955.0
BC,Vancouver,524000.0,721.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1994.0
BC,Vancouver,1998000.0,1566.0,4.0,5.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,4399000.0,3836.0,4.0,4.0,SINGLE_FAMILY_HOUSE,1952.0
BC,Vancouver,1750000.0,2080.0,3.0,5.0,SINGLE_FAMILY_HOUSE,1910.0
BC,Vancouver,720000.0,740.0,1.0,1.0,CONDO,2011.0
BC,Vancouver,634000.0,680.0,1.0,1.0,CONDO,1975.0
BC,Vancouver,1298000.0,1507.0,3.0,3.0,TOWNHOUSE,2025.0
BC,Vancouver,1290000.0,1325.0,3.0,2.0,TOWNHOUSE,2007.0
BC,Vancouver,1938000.0,1539.0,4.0,5.0,MULTI_FAMILY,2025.0
BC,Vancouver,695000.0,983.0,2.0,2.0,CONDO,2009.0
BC,Vancouver,3308000.0,3108.0,4.0,4.0,SINGLE_FAMILY_HOUSE,1929.0
BC,Vancouver,2090000.0,2595.0,4.0,6.0,SINGLE_FAMILY_HOUSE,1991.0
BC,Vancouver,499000.0,537.0,1.0,1.0,CONDO,1978.0
BC,Vancouver,729900.0,776.0,1.0,1.0,CONDO,1987.0
BC,Vancouver,845000.0,813.0,1.0,2.0,SINGLE_FAMILY_HOUSE,2012.0
BC,Vancouver,1888800.0,1420.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,1899000.0,2015.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1951.0
BC,Vancouver,515000.0,570.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1986.0
BC,Vancouver,1479000.0,1272.0,2.0,3.0,CONDO,2008.0
BC,Vancouver,3499000.0,3071.0,4.0,6.0,SINGLE_FAMILY_HOUSE,1924.0
BC,Vancouver,1888800.0,1420.0,3.0,3.0,TOWNHOUSE,2025.0
BC,Vancouver,489800.0,564.0,1.0,1.0,CONDO,2000.0
BC,Vancouver,2348000.0,1524.0,4.0,3.0,MULTI_FAMILY,2025.0
BC,Vancouver,1299000.0,2010.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1993.0
BC,Vancouver,1125000.0,1099.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1994.0
BC,Vancouver,889900.0,916.0,2.0,2.0,CONDO,2023.0
BC,Vancouver,599000.0,535.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2021.0
BC,Vancouver,1999000.0,1164.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2010.0
BC,Vancouver,1138800.0,1211.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,1138800.0,1175.0,2.0,3.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,1125000.0,1099.0,2.0,2.0,CONDO,1994.0
BC,Vancouver,518800.0,604.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,568000.0,1001.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1984.0
BC,Vancouver,1138800.0,1211.0,3.0,3.0,CONDO,2024.0
BC,Vancouver,1138800.0,1175.0,2.0,3.0,CONDO,2024.0
BC,Vancouver,1999000.0,1164.0,2.0,2.0,CONDO,2010.0
BC,Vancouver,1288888.0,981.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2000.0
BC,Vancouver,949000.0,987.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1993.0
BC,Vancouver,659000.0,577.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2019.0
BC,Vancouver,1238000.0,1361.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2022.0
BC,Vancouver,1258000.0,1248.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1983.0
BC,Vancouver,599000.0,535.0,1.0,1.0,CONDO,2021.0
BC,Vancouver,3988000.0,6235.0,8.0,10.0,SINGLE_FAMILY_HOUSE,2014.0
BC,Vancouver,518800.0,604.0,1.0,1.0,CONDO,2024.0
BC,Vancouver,5298000.0,3701.0,6.0,5.0,SINGLE_FAMILY_HOUSE,2022.0
BC,Vancouver,748880.0,572.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2017.0
BC,Vancouver,769000.0,751.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1975.0
BC,Vancouver,835000.0,1009.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2018.0
BC,Vancouver,949000.0,987.0,2.0,2.0,CONDO,1993.0
BC,Vancouver,659000.0,577.0,1.0,1.0,CONDO,2019.0
BC,Vancouver,1238000.0,1361.0,2.0,2.0,CONDO,2022.0
BC,Vancouver,8980000.0,5739.0,4.0,4.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,3988000.0,6235.0,8.0,10.0,SINGLE_FAMILY_HOUSE,2014.0
BC,Vancouver,6666666.0,5477.0,7.0,5.0,SINGLE_FAMILY_HOUSE,2015.0
BC,Vancouver,658800.0,569.0,1.0,1.0,CONDO,2023.0
BC,Vancouver,5298000.0,3701.0,6.0,5.0,SINGLE_FAMILY_HOUSE,2022.0
BC,Vancouver,998000.0,847.0,2.0,1.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,748880.0,572.0,1.0,1.0,CONDO,2017.0
BC,Vancouver,998000.0,847.0,2.0,1.0,TOWNHOUSE,2006.0
BC,Vancouver,1480000.0,880.0,1.0,3.0,SINGLE_FAMILY_HOUSE,1953.0
BC,Vancouver,4980000.0,2237.0,3.0,2.0,CONDO,2010.0
BC,Vancouver,3389000.0,3586.0,8.0,7.0,SINGLE_FAMILY_HOUSE,2015.0
BC,Vancouver,549800.0,561.0,1.0,1.0,CONDO,2002.0
BC,Vancouver,1995000.0,1590.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1944.0
BC,Vancouver,5799000.0,5347.0,7.0,6.0,SINGLE_FAMILY_HOUSE,2008.0
BC,Vancouver,2199000.0,1611.0,4.0,3.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,1998000.0,1650.0,2.0,3.0,TOWNHOUSE,2006.0
BC,Vancouver,3389000.0,3586.0,8.0,7.0,SINGLE_FAMILY_HOUSE,2015.0
BC,Vancouver,889988.0,834.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2005.0
BC,Vancouver,2698000.0,2347.0,4.0,7.0,SINGLE_FAMILY_HOUSE,2000.0
BC,Vancouver,640000.0,774.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1988.0
BC,Vancouver,2460000.0,2675.0,3.0,5.0,SINGLE_FAMILY_HOUSE,1971.0
BC,Vancouver,1025000.0,814.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2015.0
BC,Vancouver,4990000.0,2553.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1922.0
BC,Vancouver,799900.0,760.0,1.0,2.0,CONDO,2007.0
BC,Vancouver,928000.0,910.0,2.0,2.0,TOWNHOUSE,2025.0
BC,Vancouver,1995000.0,1590.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1944.0
BC,Vancouver,1289000.0,1182.0,1.0,3.0,SINGLE_FAMILY_HOUSE,1948.0
BC,Vancouver,19880000.0,10318.0,9.0,7.0,SINGLE_FAMILY_HOUSE,2000.0
BC,Vancouver,3098888.0,3323.0,7.0,6.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,824999.0,774.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1984.0
BC,Vancouver,2149900.0,1521.0,3.0,4.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,2368000.0,1510.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1997.0
BC,Vancouver,829000.0,879.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2005.0
BC,Vancouver,1599000.0,2447.0,4.0,6.0,MULTI_FAMILY,1910.0
BC,Vancouver,2199000.0,1611.0,4.0,3.0,MULTI_FAMILY,2024.0
BC,Vancouver,1720000.0,1495.0,4.0,3.0,MULTI_FAMILY,2025.0
BC,Vancouver,659000.0,708.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,749900.0,696.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1995.0
BC,Vancouver,1638000.0,1756.0,4.0,5.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,1888000.0,2241.0,4.0,6.0,SINGLE_FAMILY_HOUSE,1925.0
BC,Vancouver,3498000.0,3001.0,5.0,5.0,SINGLE_FAMILY_HOUSE,1993.0
BC,Vancouver,1318000.0,1312.0,4.0,3.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,2888000.0,2641.0,4.0,5.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,1999000.0,2087.0,4.0,4.0,MULTI_FAMILY,2025.0
BC,Vancouver,2368000.0,1510.0,3.0,3.0,CONDO,1997.0
BC,Vancouver,2149900.0,1521.0,3.0,4.0,TOWNHOUSE,2025.0
BC,Vancouver,2438000.0,2918.0,3.0,7.0,SINGLE_FAMILY_HOUSE,1971.0
BC,Vancouver,1599000.0,2447.0,4.0,6.0,MULTI_FAMILY,1910.0
BC,Vancouver,729000.0,890.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2018.0
BC,Vancouver,988000.0,1643.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1995.0
BC,Vancouver,389000.0,810.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1957.0
BC,Vancouver,2389000.0,1500.0,4.0,3.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,2289000.0,1535.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1989.0
BC,Vancouver,3098888.0,3323.0,7.0,6.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,1279000.0,1001.0,2.0,2.0,CONDO,2021.0
BC,Vancouver,659000.0,708.0,1.0,1.0,CONDO,2006.0
BC,Vancouver,1888000.0,2241.0,4.0,6.0,SINGLE_FAMILY_HOUSE,1925.0
BC,Vancouver,4780000.0,3698.0,6.0,6.0,SINGLE_FAMILY_HOUSE,2009.0
BC,Vancouver,3199000.0,2119.0,5.0,4.0,SINGLE_FAMILY_HOUSE,1937.0
BC,Vancouver,2960000.0,2180.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1995.0
BC,Vancouver,2149000.0,2244.0,4.0,4.0,SINGLE_FAMILY_HOUSE,1991.0
BC,Vancouver,1100000.0,1004.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2011.0
BC,Vancouver,808800.0,752.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1999.0
BC,Vancouver,1499000.0,1478.0,2.0,3.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,1886000.0,1977.0,3.0,4.0,SINGLE_FAMILY_HOUSE,2022.0
BC,Vancouver,1638000.0,1756.0,4.0,5.0,MULTI_FAMILY,2025.0
BC,Vancouver,1089900.0,949.0,2.0,3.0,CONDO,2025.0
BC,Vancouver,2289000.0,1535.0,2.0,2.0,CONDO,1989.0
BC,Vancouver,899000.0,932.0,2.0,2.0,CONDO,2012.0
BC,Vancouver,415000.0,503.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1999.0
BC,Vancouver,525000.0,440.0,1.0,1.0,CONDO,2018.0
BC,Vancouver,4500000.0,3357.0,3.0,5.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,988000.0,1643.0,3.0,3.0,TOWNHOUSE,1995.0
BC,Vancouver,829000.0,1436.0,3.0,3.0,TOWNHOUSE,1995.0
BC,Vancouver,1886000.0,1977.0,3.0,4.0,CONDO,2022.0
BC,Vancouver,568000.0,676.0,1.0,1.0,CONDO,1967.0
BC,Vancouver,1368000.0,1361.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,1798000.0,2017.0,4.0,5.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,450000.0,435.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1976.0
BC,Vancouver,798000.0,909.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1996.0
BC,Vancouver,730000.0,779.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1975.0
BC,Vancouver,649000.0,592.0,1.0,1.0,CONDO,2021.0
BC,Vancouver,548000.0,505.0,1.0,1.0,CONDO,2004.0
BC,Vancouver,1648800.0,2478.0,4.0,7.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,1248800.0,1460.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,999000.0,1140.0,2.0,2.0,CONDO,2008.0
BC,Vancouver,818000.0,896.0,2.0,2.0,CONDO,1997.0
BC,Vancouver,480000.0,568.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1977.0
BC,Vancouver,798000.0,909.0,1.0,1.0,CONDO,1996.0
BC,Vancouver,768000.0,648.0,1.0,1.0,CONDO,2008.0
BC,Vancouver,480000.0,568.0,1.0,1.0,CONDO,1977.0
BC,Vancouver,2448000.0,1540.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2005.0
BC,Vancouver,2489900.0,1799.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2026.0
BC,Vancouver,2259900.0,1837.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2026.0
BC,Vancouver,1599000.0,1990.0,1.0,4.0,SINGLE_FAMILY_HOUSE,1965.0
BC,Vancouver,609900.0,579.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2004.0
BC,Vancouver,649900.0,497.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2026.0
BC,Vancouver,1099900.0,1052.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2007.0
BC,Vancouver,2448000.0,1540.0,2.0,2.0,CONDO,2005.0
BC,Vancouver,1859900.0,1426.0,3.0,3.0,TOWNHOUSE,2026.0
BC,Vancouver,869900.0,859.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2023.0
BC,Vancouver,2888000.0,3425.0,3.0,4.0,SINGLE_FAMILY_HOUSE,1946.0
BC,Vancouver,1499999.0,1621.0,2.0,6.0,SINGLE_FAMILY_HOUSE,1947.0
BC,Vancouver,2680000.0,2076.0,4.0,4.0,SINGLE_FAMILY_HOUSE,2021.0
BC,Vancouver,600000.0,1169.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1991.0
BC,Vancouver,3450000.0,2856.0,3.0,5.0,SINGLE_FAMILY_HOUSE,1927.0
BC,Vancouver,599000.0,669.0,1.0,1.0,CONDO,1974.0
BC,Vancouver,1298000.0,778.0,1.0,1.0,CONDO,2005.0
BC,Vancouver,749900.0,664.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2011.0
BC,Vancouver,4590000.0,4189.0,5.0,5.0,SINGLE_FAMILY_HOUSE,1997.0
BC,Vancouver,789000.0,614.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2012.0
BC,Vancouver,928000.0,1119.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1979.0
BC,Vancouver,515000.0,503.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2016.0
BC,Vancouver,1274900.0,1043.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2014.0
BC,Vancouver,788000.0,806.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2015.0
BC,Vancouver,1325000.0,1020.0,2.0,3.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,609900.0,579.0,1.0,1.0,CONDO,2004.0
BC,Vancouver,819900.0,860.0,2.0,2.0,CONDO,2023.0
BC,Vancouver,869900.0,859.0,2.0,2.0,CONDO,2023.0
BC,Vancouver,1890000.0,1097.0,2.0,2.0,CONDO,2022.0
BC,Vancouver,1408000.0,1270.0,2.0,3.0,TOWNHOUSE,2009.0
BC,Vancouver,788000.0,692.0,1.0,1.0,CONDO,2013.0
BC,Vancouver,649000.0,916.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1992.0
BC,Vancouver,449000.0,642.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1990.0
BC,Vancouver,1800000.0,1323.0,3.0,2.0,SINGLE_FAMILY_HOUSE,2022.0
BC,Vancouver,949000.0,961.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2014.0
BC,Vancouver,584900.0,500.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1976.0
BC,Vancouver,588000.0,563.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,378000.0,600.0,1.0,1.0,CONDO,1968.0
BC,Vancouver,1549000.0,1369.0,3.0,3.0,TOWNHOUSE,2025.0
BC,Vancouver,1274900.0,1043.0,2.0,2.0,CONDO,2014.0
BC,Vancouver,515000.0,503.0,1.0,1.0,CONDO,2016.0
BC,Vancouver,928000.0,1119.0,1.0,2.0,CONDO,1979.0
BC,Vancouver,479900.0,414.0,1.0,1.0,CONDO,2013.0
BC,Vancouver,979000.0,1160.0,2.0,2.0,CONDO,1995.0
BC,Vancouver,788000.0,806.0,2.0,2.0,CONDO,2015.0
BC,Vancouver,1749888.0,1880.0,4.0,4.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,2798000.0,3663.0,4.0,5.0,SINGLE_FAMILY_HOUSE,1925.0
BC,Vancouver,2395000.0,1806.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1996.0
BC,Vancouver,1578000.0,1192.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2007.0
BC,Vancouver,898800.0,1026.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1986.0
BC,Vancouver,649000.0,916.0,1.0,2.0,CONDO,1992.0
BC,Vancouver,449000.0,642.0,1.0,1.0,CONDO,1990.0
BC,Vancouver,584900.0,500.0,1.0,1.0,CONDO,1976.0
BC,Vancouver,588000.0,508.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2016.0
BC,Vancouver,578000.0,519.0,1.0,1.0,CONDO,2006.0
BC,Vancouver,1193000.0,850.0,2.0,2.0,CONDO,2024.0
BC,Vancouver,2698000.0,3006.0,3.0,4.0,SINGLE_FAMILY_HOUSE,1913.0
BC,Vancouver,599000.0,614.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1984.0
BC,Vancouver,1239900.0,1167.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1991.0
BC,Vancouver,850000.0,716.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2007.0
BC,Vancouver,3999900.0,3605.0,3.0,6.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,3980000.0,5366.0,11.0,14.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,1588000.0,1795.0,4.0,5.0,SINGLE_FAMILY_HOUSE,2020.0
BC,Vancouver,898000.0,1135.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1999.0
BC,Vancouver,2549800.0,1531.0,3.0,3.0,MULTI_FAMILY,2025.0
BC,Vancouver,2388000.0,1428.0,3.0,3.0,TOWNHOUSE,2024.0
BC,Vancouver,840000.0,1584.0,2.0,3.0,TOWNHOUSE,1981.0
BC,Vancouver,1648000.0,2010.0,4.0,5.0,SINGLE_FAMILY_HOUSE,1997.0
BC,Vancouver,1578000.0,1192.0,2.0,2.0,CONDO,2007.0
BC,Vancouver,2798000.0,3663.0,4.0,5.0,SINGLE_FAMILY_HOUSE,1925.0
BC,Vancouver,2350000.0,3325.0,4.0,3.0,SINGLE_FAMILY_HOUSE,1974.0
BC,Vancouver,569000.0,565.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2007.0
BC,Vancouver,1788888.0,1774.0,4.0,3.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,489000.0,557.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1974.0
BC,Vancouver,1580000.0,990.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,3299000.0,2387.0,5.0,6.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,898800.0,1026.0,2.0,2.0,CONDO,1986.0
BC,Vancouver,869000.0,1049.0,2.0,2.0,CONDO,1994.0
BC,Vancouver,2395000.0,1806.0,3.0,3.0,CONDO,1996.0
BC,Vancouver,1938000.0,1616.0,2.0,3.0,TOWNHOUSE,2006.0
BC,Vancouver,985000.0,606.0,1.0,1.0,CONDO,2008.0
BC,Vancouver,1549000.0,1356.0,3.0,3.0,TOWNHOUSE,2025.0
BC,Vancouver,449000.0,454.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2016.0
BC,Vancouver,1189000.0,1938.0,2.0,3.0,SINGLE_FAMILY_HOUSE,1982.0
BC,Vancouver,1299000.0,1484.0,2.0,3.0,SINGLE_FAMILY_HOUSE,1993.0
BC,Vancouver,2138888.0,1656.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1991.0
BC,Vancouver,3302000.0,3888.0,4.0,6.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,2500000.0,2343.0,2.0,2.0,CONDO,1979.0
BC,Vancouver,599000.0,614.0,1.0,1.0,CONDO,1984.0
BC,Vancouver,2499000.0,2256.0,4.0,4.0,TOWNHOUSE,2025.0
BC,Vancouver,3980000.0,5366.0,11.0,14.0,SINGLE_FAMILY_HOUSE,1912.0
BC,Vancouver,639000.0,536.0,1.0,1.0,CONDO,2015.0
BC,Vancouver,898000.0,1135.0,2.0,2.0,CONDO,1999.0
BC,Vancouver,1268000.0,936.0,2.0,2.0,CONDO,2019.0
BC,Vancouver,1488000.0,1862.0,3.0,2.0,TOWNHOUSE,1978.0
BC,Vancouver,489000.0,557.0,1.0,1.0,CONDO,1974.0
BC,Vancouver,1499000.0,1562.0,3.0,2.0,SINGLE_FAMILY_HOUSE,1989.0
BC,Vancouver,1699000.0,1119.0,2.0,2.0,CONDO,2019.0
BC,Vancouver,900000.0,638.0,1.0,1.0,CONDO,2021.0
BC,Vancouver,899000.0,1120.0,2.0,2.0,CONDO,1991.0
BC,Vancouver,3299000.0,2387.0,5.0,6.0,MULTI_FAMILY,2025.0
BC,Vancouver,3588000.0,3306.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1925.0
BC,Vancouver,2999900.0,3655.0,7.0,9.0,SINGLE_FAMILY_HOUSE,2017.0
BC,Vancouver,1299000.0,1484.0,2.0,3.0,CONDO,1993.0
BC,Vancouver,618000.0,549.0,1.0,1.0,CONDO,2020.0
BC,Vancouver,1549999.0,1209.0,2.0,2.0,CONDO,2007.0
BC,Vancouver,2138888.0,1656.0,3.0,3.0,CONDO,1991.0
BC,Vancouver,4500000.0,3981.0,4.0,6.0,SINGLE_FAMILY_HOUSE,2024.0
BC,Vancouver,2800000.0,1900.0,2.0,3.0,CONDO,2021.0
BC,Vancouver,550000.0,550.0,1.0,1.0,CONDO,2006.0
BC,Vancouver,1499000.0,1562.0,3.0,2.0,TOWNHOUSE,1989.0
BC,Vancouver,699000.0,764.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1976.0
BC,Vancouver,1158000.0,955.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1996.0
BC,Vancouver,599900.0,708.0,1.0,1.0,CONDO,2006.0
BC,Vancouver,1090000.0,655.0,1.0,1.0,CONDO,2023.0
BC,Vancouver,2295000.0,1755.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1977.0
BC,Vancouver,2388800.0,1630.0,4.0,3.0,SINGLE_FAMILY_HOUSE,2025.0
BC,Vancouver,1399000.0,1100.0,2.0,2.0,CONDO,1994.0
BC,Vancouver,2295000.0,1755.0,2.0,2.0,CONDO,1977.0
BC,Vancouver,8988000.0,3636.0,4.0,3.0,CONDO,2008.0
BC,Vancouver,2788000.0,2409.0,2.0,3.0,SINGLE_FAMILY_HOUSE,1957.0
BC,Vancouver,1799000.0,1200.0,3.0,3.0,SINGLE_FAMILY_HOUSE,1991.0
BC,Vancouver,1625000.0,1264.0,3.0,2.0,SINGLE_FAMILY_HOUSE,2001.0
BC,Vancouver,1585000.0,1649.0,2.0,3.0,SINGLE_FAMILY_HOUSE,1905.0
BC,Vancouver,619000.0,722.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2006.0
BC,Vancouver,1549000.0,1408.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2014.0
BC,Vancouver,5488000.0,4496.0,5.0,9.0,SINGLE_FAMILY_HOUSE,1951.0
BC,Vancouver,3899000.0,2469.0,3.0,5.0,SINGLE_FAMILY_HOUSE,1950.0
BC,Vancouver,900000.0,839.0,1.0,1.0,SINGLE_FAMILY_HOUSE,1998.0
BC,Vancouver,769900.0,908.0,2.0,2.0,SINGLE_FAMILY_HOUSE,1979.0
BC,Vancouver,750000.0,1207.0,1.0,2.0,SINGLE_FAMILY_HOUSE,1978.0
BC,Vancouver,1750888.0,1375.0,3.0,3.0,SINGLE_FAMILY_HOUSE,2019.0
BC,Vancouver,1275000.0,1284.0,3.0,2.0,SINGLE_FAMILY_HOUSE,1997.0
BC,Vancouver,675000.0,610.0,1.0,1.0,CONDO,1997.0
BC,Vancouver,1625000.0,1264.0,3.0,2.0,TOWNHOUSE,2001.0
BC,Vancouver,745000.0,586.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2021.0
BC,Vancouver,1875000.0,1336.0,2.0,2.0,SINGLE_FAMILY_HOUSE,2000.0
BC,Vancouver,1899000.0,2434.0,2.0,4.0,SINGLE_FAMILY_HOUSE,1957.0
BC,Vancouver,2288000.0,2675.0,3.0,6.0,SINGLE_FAMILY_HOUSE,1953.0
BC,Vancouver,3389000.0,2644.0,5.0,7.0,SINGLE_FAMILY_HOUSE,1914.0
BC,Vancouver,2998000.0,2851.0,4.0,3.0,SINGLE_FAMILY_HOUSE,1974.0
BC,Vancouver,569900.0,687.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2018.0
BC,Vancouver,499000.0,588.0,1.0,1.0,SINGLE_FAMILY_HOUSE,2008.0
